ris_type,type,paper_id,title,date,abstract,volume,isbn,pages,url,journal
JOUR,article,978,Tuberculosis screening of travelers to higher-incidence countries: a cost-effectiveness analysis,2008-01-01,"BACKGROUND: Travelers to countries with high tuberculosis incidence can acquire infection during travel. We sought to compare four screening interventions for travelers from low-incidence countries, who visit countries with varying tuberculosis incidence. METHODS: Decision analysis model: We considered hypothetical cohorts of 1,000 travelers, 21 years old, visiting Mexico, the Dominican Republic, or Haiti for three months. Travelers departed from and returned to the United States or Canada; they were born in the United States, Canada, or the destination countries. The time horizon was 20 years, with 3% annual discounting of future costs and outcomes. The analysis was conducted from the health care system perspective. Screening involved tuberculin skin testing (post-travel in three strategies, with baseline pre-travel tests in two), or chest radiography post-travel (one strategy). Returning travelers with tuberculin conversion (one strategy) or other evidence of latent tuberculosis (three strategies) were offered treatment. The main outcome was cost (in 2005 US dollars) per tuberculosis case prevented. RESULTS: For all travelers, a single post-trip tuberculin test was most cost-effective. The associated cost estimate per case prevented ranged from $21,406 for Haitian-born travelers to Haiti, to $161,196 for US-born travelers to Mexico. In all sensitivity analyses, the single post-trip tuberculin test remained most cost-effective. For US-born travelers to Haiti, this strategy was associated with cost savings for trips over 22 months. Screening was more cost-effective with increasing trip duration and infection risk, and less so with poorer treatment adherence. CONCLUSION: A single post-trip tuberculin skin test was the most cost-effective strategy considered, for travelers from the United States or Canada. The analysis did not evaluate the use of interferon-gamma release assays, which would be most relevant for travelers who received BCG vaccination after infancy, as in many European countries. Screening decisions should reflect duration of travel, tuberculosis incidence, and commitment to treat latent infection.",8,1471-2458 (Electronic),201,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2443799/pdf/1471-2458-8-201.pdf,BMC Public Health
JOUR,article,979,Cost-effectiveness of LTBI treatment for TB contacts in British Columbia,2008-01-01,"BACKGROUND: Contacts of patients with active tuberculosis (""TB contacts"") with a tuberculin skin test (TST) size > or = 5 mm are currently recommended treatment for latent TB infection (LTBI). Knowing the cost-effectiveness of LTBI therapy for specific TB contact subpopulations may improve the use of limited resources by reducing the treatment of persons at low TB risk. OBJECTIVE: To evaluate the cost-effectiveness of LTBI therapy for different TB contact populations defined by important risk factors, and to propose an optimal policy based on different recommendation for each subgroup of contacts. METHODS: A 6-year Markov decision analytic model simulating the quality-adjusted life years (QALYs), number of active TB cases prevented, and costs for hypothetical cohorts of Canadian TB contacts defined by TST size, age group (< 10 y/o or above), ethnicity, closeness of contact, and Bacillus Calmette-Guerin (BCG) vaccination status. RESULTS: For the majority of subgroups, the current policy of preventive therapy in those with positive TST was the most cost-effective. Nevertheless, our analysis determined that LTBI treatment is not cost-effective in nonhousehold Canadian-born (nonaboriginal) or foreign-born contacts age > or = 10 y/o. On the other hand, empirical treatment without screening of all non-BCG-vaccinated household contacts age < 10 y/o appeared cost-effective. Such an optimal approach would result in an incremental net monetary benefit of $25 for each contact investigated for a willingness-to-pay of $50,000/QALY. Results were robust to several alternative assumptions considered in sensitivity analyses. CONCLUSIONS: The current practice of LTBI treatment for TB contacts with a TST size > or = 5 mm is cost-effective. A customized approach based on excluding low risk groups from screening and providing treatment to high risk contacts without screening could improve the performance of the program.",11,1524-4733 (Electronic),842-52,http://onlinelibrary.wiley.com/store/10.1111/j.1524-4733.2008.00334.x/asset/j.1524-4733.2008.00334.x.pdf?v=1&t=h6gegr4a&s=6e1abd0fd1fb12eaef44bdb058379457bdea0270,Value Health
JOUR,article,993,Limited impact of tuberculosis control in Hong Kong: attributable to high risks of reactivation disease,2008-01-01,"Over 50% of the global burden of tuberculosis occurs in South East Asia and the Western Pacific. Since 1950, notification rates in high-income countries in these settings have declined slowly and have remained over ten-fold greater than those in Western populations. The reasons for the slow decline are poorly understood. Using an age-structured model describing the incidence of Mycobacterium tuberculosis infection and disease applied to notification data from Hong Kong, we illustrate that in Hong Kong, a high prevalence of M. tuberculosis infection among older individuals and a high risk of disease through reactivation (e.g. up to 17-fold greater than that estimated for infected males in the United Kingdom) may explain this slow decline. If this feature of the epidemiology of tuberculosis is widespread, the WHO directly observed treatment short-course (DOTS) strategy may have a smaller impact in Asia in the short term than has been implied by recent predictions, all of which have been based on disease risk estimates derived from Western Europe. As a result, it may be difficult to meet the targets for tuberculosis control, which have been prescribed by the UN Millennium Development Goals.",136,0950-2688 (Print),943-52,http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=1872696,Epidemiol Infect
JOUR,article,1010,Mathematical modeling of the cause of tuberculosis during tumor necrosis factor blockade,2008-01-01,"OBJECTIVE: Tumor necrosis factor (TNF) blockade increases the risk of tuberculosis (TB). The purpose of this study was to use Markov modeling to examine the contributions of reactivation of latent tuberculous infection (LTBI) and the progression of new infection with Mycobacterium tuberculosis to active TB due to TNF blockade. These 2 pathogenic mechanisms cannot otherwise be readily distinguished. METHODS: Monte Carlo simulation was used to represent the range of reported values for the incidence of TB associated with infliximab (TNF monoclonal antibody) and etanercept (soluble TNF receptor) therapy. Iterative methods were then used to identify for each pair of incidence rates the Markov model parameters that most accurately represented the distribution of time to onset of TB as reported to the Food and Drug Administration. RESULTS: Modeling revealed an apparent median monthly rate of reactivation of LTBI by infliximab treatment of 20.8%, which was 12.1 times that with etanercept treatment (P<0.001). In contrast, both drugs appeared to pose a high risk of progression of new M tuberculosis infection to active TB. Progression of new infection appeared to cause nearly half of the etanercept-associated cases; it became the predominant cause of infliximab-associated cases only after the first year. CONCLUSION: Despite sharing a common therapeutic target, infliximab and etanercept differ markedly in the rates at which they reactivate LTBI. Confirmation of these findings will require the application of molecular epidemiologic tools to studies of TB in future biologics registries. Hidden Markov modeling and Monte Carlo simulation are powerful tools for revealing otherwise hidden aspects of the pathogenesis of TB.",58,0004-3591 (Print),947-52,http://onlinelibrary.wiley.com/store/10.1002/art.23285/asset/23285_ftp.pdf?v=1&t=h5w2ch1j&s=5239a0816f96e987fece13b26966f1ff1563b8ac,Arthritis Rheum
JOUR,article,609,"Population pharmacokinetics of rifampin in pulmonary tuberculosis patients, including a semimechanistic model to describe variable absorption",2008-01-01,"This article describes the population pharmacokinetics of rifampin in South African pulmonary tuberculosis patients. Three datasets containing 2,913 rifampin plasma concentration-time data points, collected from 261 South African pulmonary tuberculosis patients aged 18 to 72 years and weighing 28.5 to 85.5 kg and receiving regular daily treatment that included administration of rifampin (450 to 600 mg) for at least 10 days, were pooled. A compartmental pharmacokinetic model was developed using nonlinear mixed-effects modeling. Variability in the shape of the absorption curve was described using a flexible transit compartment model, in which a delay in the onset of absorption and a gradually changing absorption rate were modeled as the passage of drug through a chain of hypothetical compartments, ultimately reaching the absorption compartment. A previously described implementation was extended to allow its application to multiple-dosing data. The typical population estimate of oral clearance was 19.2 liters x h(-1), while the volume of distribution was estimated to be 53.2 liters. Interindividual variability was estimated to be 52.8% for clearance and 43.4% for volume of distribution. Interoccasional variability was estimated for CL/F (22.5%) and mean transit time during absorption (67.9%). The use of single-drug formulations was found to increase both the mean transit time (by 104%) and clearance (by 23.6%) relative to fixed-dose-combination use. A strong correlation between clearance and volume of distribution suggested substantial variability in bioavailability, which could have clinical implications, given the dependence of treatment effectiveness on exposure. The final model successfully described rifampin pharmacokinetics in the population studied and is suitable for simulation in this context.",52,1098-6596 (Electronic),2138-48,http://aac.asm.org/content/52/6/2138.full.pdf,Antimicrob Agents Chemother
JOUR,article,1026,Projection of tuberculosis incidence with increasing immigration trends,2008-01-01,"Tuberculosis (TB) incidence rates vary substantially from regions to regions and from countries to countries. In countries such as Canada where TB incidence rate is low, increasing immigration trends may have significant impact on the TB transmission patterns in these countries. In this study we formulate a deterministic epidemiological model of TB transmission in two demographically distinct populations: Canadian born and foreign born populations, in order to investigate the effects of this demographic distinction on the short-term incidence and long-term transmission dynamics, and with special emphasis on the impact of immigration latent TB cases on the overall TB incidence rate in the whole population.",254,1095-8541 (Electronic),215-28,http://ac.els-cdn.com/S0022519308002713/1-s2.0-S0022519308002713-main.pdf?_tid=b394a83f5356d185ed29f48e419e68c9&acdnat=1345013792_8d9963f2787708670586453b53dfa93a,J Theor Biol
JOUR,article,617,"Epidemiological benefits of more-effective tuberculosis vaccines, drugs, and diagnostics",2009-01-01,"The Bill and Melinda Gates Foundation supports an ambitious portfolio of novel vaccines, drug regimens, and diagnostic tools for tuberculosis (TB). We elicited the expected efficacies and improvements of the novel interventions in discussions with the foundations managing their development. Using an age-structured mathematical model of TB, we explored the potential benefits of novel interventions under development and those not yet in the portfolio, focusing on the WHO Southeast Asia region. Neonatal vaccination with the portfolio vaccine decreases TB incidence by 39% to 52% by 2050. Drug regimens that shorten treatment duration and are efficacious against drug-resistant strains reduce incidence by 10-27%. New diagnostics reduce incidence by 13-42%. A triple combination of a portfolio vaccine, drug regimen, and diagnostics reduces incidence by 71%. A short mass vaccination catch-up campaign, not yet in the portfolio, to augment the triple combination, accelerates the decrease, preventing >30% more cases by 2050 than just the triple combination. New vaccines and drug regimens targeted at the vast reservoir of latently infected people, not in the portfolio, would reduce incidence by 37% and 82%, respectively. The combination of preventive latent therapy and a 2-month drug treatment regimen reduces incidence by 94%. Novel technologies in the pipeline would achieve substantial reductions in TB incidence, but not the Stop TB Partnership target for elimination. Elimination will require new delivery strategies, such as mass vaccination campaigns, and new products targeted at latently infected people.",106,1091-6490 (Electronic),13980-5,http://www.pnas.org/content/106/33/13980.full.pdf,Proceedings of the National Academy of Sciences of the USA
JOUR,article,620,How to optimize tuberculosis case finding: explorations for Indonesia with a health system model,2009-01-01,"BACKGROUND: A mathematical model was designed to explore the impact of three strategies for better tuberculosis case finding. Strategies included: (1) reducing the number of tuberculosis patients who do not seek care; (2) reducing diagnostic delay; and (3) engaging non-DOTS providers in the referral of tuberculosis suspects to DOTS services in the Indonesian health system context. The impact of these strategies on tuberculosis mortality and treatment outcome was estimated using a mathematical model of the Indonesian health system. METHODS: The model consists of multiple compartments representing logical movement of a respiratory symptomatic (tuberculosis suspect) through the health system, including patient- and health system delays. Main outputs of the model are tuberculosis death rate and treatment outcome (i.e. full or partial cure). We quantified the model parameters for the Jogjakarta province context, using a two round Delphi survey with five Indonesian tuberculosis experts. RESULTS: The model validation shows that four critical model outputs (average duration of symptom onset to treatment, detection rate, cure rate, and death rate) were reasonably close to existing available data, erring towards more optimistic outcomes than are actually reported. The model predicted that an intervention to reduce the proportion of tuberculosis patients who never seek care would have the biggest impact on tuberculosis death prevention, while an intervention resulting in more referrals of tuberculosis suspects to DOTS facilities would yield higher cure rates. This finding is similar for situations where the alternative sector is a more important health resource, such as in most other parts of Indonesia. CONCLUSION: We used mathematical modeling to explore the impact of Indonesian health system interventions on tuberculosis treatment outcome and deaths. Because detailed data were not available regarding the current Indonesian population, we relied on expert opinion to quantify the parameters. The fact that the model output showed similar results to epidemiological data suggests that the experts had an accurate understanding of this subject, thereby reassuring the quality of our predictions. The model highlighted the potential effectiveness of active case finding of tuberculosis patients with limited access to DOTS facilities in the developing country setting.",9,1471-2334 (Electronic),87,http://www.biomedcentral.com/1471-2334/9/87,BMC Infect Dis
JOUR,article,624,Targeted BCG vaccination against severe tuberculosis in low-prevalence settings: epidemiologic and economic assessment,2009-01-01,"BACKGROUND: BCG vaccine protects against the severe forms of tuberculosis (TB) in children. Several low-prevalence countries are reviewing their policy, usually shifting from universal vaccination to vaccination of infants in high-risk groups only. We combined an epidemiologic analysis with a cost-effectiveness analysis to evaluate the cost-effectiveness of targeted strategies. METHODS: We fitted a static model to the data to estimate vaccine efficacy and risk of disease. We applied our method to the Dutch situation, analyzing severe TB cases in high-risk group children age 0-5, between 1996 and 2003. We considered the current strategy targeting immigrant children from high-incidence countries, and a proposed strategy additionally targeting children from 3 lower-incidence, but higher-immigration, countries. RESULTS: In the absence of vaccination, the annual risk of developing severe TB for a child in the current target group is 3/100,000, while BCG vaccination reduces this risk by 73%. Therefore about 9000 children would need to be vaccinated to prevent 1 case. Vaccinating children from high-incidence countries would then cost about Euro 4,500 per discounted disability-adjusted life year averted. In the extended target group, the risk of disease is somewhat lower with a similar vaccine effectiveness, so costs are raised. CONCLUSIONS: The current Dutch BCG strategy, as well as the proposed inclusion of immigrant children from Turkey, Surinam and former Yugoslavia, is on average cost-effective. However, the low number of both vaccinated and unvaccinated severe TB cases leads to broad confidence intervals on vaccine efficacy, highlighting the difficulty associated with decision-making in low-prevalence settings.",20,1531-5487 (Electronic) 1044-3983 (Linking),562-568,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=19295437,Epidemiology
JOUR,article,631,Mathematical modelling of tuberculosis epidemics,2009-01-01,"The strengths and limitations of using homogeneous mixing and heterogeneous mixing epidemic models are explored in the context of the transmission dynamics of tuberculosis. The focus is on three types of models: a standard incidence homogeneous mixing model, a non-homogeneous mixing model that incorporates 'household' contacts, and an age-structured model. The models are parameterized using demographic and epidemiological data and the patterns generated from these models are compared. Furthermore, the effects of population growth, stochasticity, clustering of contacts, and age structure on disease dynamics are explored. This framework is used to asses the possible causes for the observed historical decline of tuberculosis notifications.",6,1547-1063 (Print),209-37,NA,Math Biosci Eng
JOUR,article,548,Averting epidemics of extensively drug-resistant tuberculosis,2009-01-01,"Extensively drug-resistant tuberculosis (XDR TB) has been detected in most provinces of South Africa, particularly in the KwaZulu-Natal province where several hundred cases have been reported since 2004. We analyzed the transmission dynamics of XDR TB in the region using mathematical models, and observed that nosocomial transmission clusters of XDR TB may emerge into community-based epidemics under the public health conditions of many South African communities. The effective reproductive number of XDR TB in KwaZulu-Natal may be around 2. Intensified community-based case finding and therapy appears critical to curtailing transmission. In the setting of delayed disease presentation and high system demand, improved diagnostic approaches may need to be employed in community-based programs rather than exclusively at tertiary hospitals. Using branching process mathematics, we observed that early, community-based drug-susceptibility testing and effective XDR therapy could help curtail ongoing transmission and reduce the probability of XDR TB epidemics in neighboring territories.",106,1091-6490 (Electronic),7672-7,http://www.pnas.org/content/106/18/7672.full.pdf,Proceedings of the National Academy of Sciences of the USA
JOUR,article,549,The evolution of tuberculosis virulence,2009-01-01,"The evolution of Mycobacterium tuberculosis presents several challenges for public health. HIV and resistance to antimycobacterial medications have evolutionary implications for how Mycobacterium tuberculosis will evolve, as these factors influence the host environment and transmission dynamics of tuberculosis strains. We present an evolutionary invasion analysis of tuberculosis that characterizes the direction of tuberculosis evolution in the context of different natural and human-driven selective pressures, including changes in tuberculosis treatment and HIV prevalence. We find that the evolution of tuberculosis virulence can be affected by treatment success rates, the relative transmissibility of emerging strains, the rate of reactivation from latency among hosts, and the life expectancy of hosts. We find that the virulence of tuberculosis strains may also increase as a consequence of rising HIV prevalence, requiring faster case detection strategies in areas where the epidemics of HIV and tuberculosis collide.",71,1522-9602 (Electronic) 0092-8240 (Linking),1073-1088,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=19172358,Bulletin of Mathematical Biology
JOUR,article,550,Primary and secondary tuberculosis preventive treatment in HIV clinics: simulating alternative strategies,2009-01-01,"BACKGROUND: Isoniazid preventive treatment (IPT) has been recommended for human immunodeficiency virus (HIV) infected individuals. OBJECTIVE/DESIGN: We used a mathematical model to simulate the benefits and risks of preventive treatment delivered through antiretroviral (ARV) clinics using clinical data from Botswana. RESULTS: Preventive treatment was found to reduce the incidence of tuberculosis (TB) by at least 12 cases per 100000 population per year versus the scenario without such treatment over a 50-year simulation. Isoniazid (INH) resistant TB was observed to increase by <1% per year, even when using pessimistic assumptions about resistance emergence. The use of tuberculin skin testing had little impact as a screening procedure, while secondary treatment was observed to nearly double the impact of a preventive treatment program. Regardless of whether or not preventive treatment was implemented, INH-resistant TB rose in the context of increasing HIV prevalence, but was minimally amplified by preventive treatment itself. CONCLUSIONS: IPT programs implemented through ARV clinics may be effective at reducing TB incidence. The resistance contribution of IPT appears unlikely to supersede its overall incidence and mortality benefits.",13,1027-3719 (Print),652-8,http://www.ncbi.nlm.nih.gov/pubmed/19383201,International Journal of Tuberculosis and Lung Disease
JOUR,article,656,A two strain tuberculosis transmission model with therapy and quarantine,2009-01-01,"Abstract A two strain tuberculosis model with treatment which allows TB patients with the drug sensitive of strain Mycobacterium tuberculosis to be cured is presented. The model is further extended to incorporate quarantine for active TB cases with multi?drug resistant TB strains. The model assumes that latently infected individuals develop active disease as a result of endogenous activation and exogenous reinfection. Qualitative analysis of the model including positivity, boundedness and persistence of solutions are presented. The thresholds and equilibria quantities for the models are determined and stability of the solution is analyzed. From the study we conclude that quarantine of the multi?drug resistant tuberculosis cases reduces the multi?drug resistant tuberculosis induced reproduction number to values below unit, thus this intervention strategy can control the development of multi?drug resistant tuberculosis epidemic. Also effective chemoprophylaxis and treatment of infectives result in a reduction of multi?drug resistant tuberculosis cases since most multi?drug resistant tuberculosis cases are a result of inappropriate treatment.",14,1392-6292,291-312,http://www.tandfonline.com/doi/abs/10.3846/1392-6292.2009.14.291-312,Mathematical Modelling and Analysis
JOUR,article,555,Modeling HIV/AIDS and tuberculosis coinfection,2009-01-01,"An HIV/AIDS and TB coinfection model which considers antiretroviral therapy for the AIDS cases and treatment of all forms of TB, i.e., latent and active forms of TB, is presented. We begin by presenting an HIV/AIDS-TB coinfection model and analyze the TB and HIV/AIDS submodels separately without any intervention strategy. The TB-only model is shown to exhibit backward bifurcation when its corresponding reproduction number is less than unity. On the other hand, the HIV/AIDS-only model has a globally asymptotically stable disease-free equilibrium when its corresponding reproduction number is less than unity. We proceed to analyze the full HIV-TB coinfection model and extend the model to incorporate antiretroviral therapy for the AIDS cases and treatment of active and latent forms of TB. The thresholds and equilibria quantities for the models are determined and stabilities analyzed. From the study we conclude that treatment of AIDS cases results in a significant reductions of numbers of individuals progressing to active TB. Further, treatment of latent and active forms of TB results in delayed onset of the AIDS stage of HIV infection.",71,1522-9602 (Electronic),1745-80,http://www.springerlink.com/content/d3g7732k83772416/,Bull Math Biol
JOUR,article,683,Targeted screening and treatment for latent tuberculosis infection using QuantiFERON-TB Gold is cost-effective in Mexico,2009-01-01,"OBJECTIVE: To assess the cost-effectiveness of screening for latent tuberculosis infection (LTBI) using a commercially available detection test and treating individuals at high risk for human immunodeficiency virus (HIV) infection in a middle-income country. DESIGN: We developed a Markov model to evaluate the cost per LTBI case detected, TB case averted and quality-adjusted life year (QALY) gained for a cohort of 1000 individuals at high risk for HIV infection over 20 years. Baseline model inputs for LTBI prevalence were obtained from published literature and cross-sectional data from tuberculosis (TB) screening using QuantiFERON-TB Gold In-Tube (QFT-GIT) testing among sex workers and illicit drug users at high risk for HIV recruited through street outreach in Tijuana, Mexico. Costs are reported in 2007 US dollars. Future costs and QALYs were discounted at 3% per year. Sensitivity analyses were performed to evaluate model robustness. RESULTS: Over 20 years, we estimate the program would prevent 78 cases of active TB and 55 TB-related deaths. The incremental cost per case of LTBI detected was US$730, cost per active TB averted was US$529 and cost per QALY gained was US$108. CONCLUSIONS: In settings of endemic TB and escalating HIV incidence, targeting LTBI screening and treatment among high-risk groups may be highly cost-effective.",13,1027-3719; 1027-3719,962-968,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2763545/pdf/nihms136277.pdf,International Journal of Tuberculosis and Lung Disease
JOUR,article,704,Interpreting expression data with metabolic flux models: predicting Mycobacterium tuberculosis mycolic acid production,2009-01-01,"Metabolism is central to cell physiology, and metabolic disturbances play a role in numerous disease states. Despite its importance, the ability to study metabolism at a global scale using genomic technologies is limited. In principle, complete genome sequences describe the range of metabolic reactions that are possible for an organism, but cannot quantitatively describe the behaviour of these reactions. We present a novel method for modeling metabolic states using whole cell measurements of gene expression. Our method, which we call E-Flux (as a combination of flux and expression), extends the technique of Flux Balance Analysis by modeling maximum flux constraints as a function of measured gene expression. In contrast to previous methods for metabolically interpreting gene expression data, E-Flux utilizes a model of the underlying metabolic network to directly predict changes in metabolic flux capacity. We applied E-Flux to Mycobacterium tuberculosis, the bacterium that causes tuberculosis (TB). Key components of mycobacterial cell walls are mycolic acids which are targets for several first-line TB drugs. We used E-Flux to predict the impact of 75 different drugs, drug combinations, and nutrient conditions on mycolic acid biosynthesis capacity in M. tuberculosis, using a public compendium of over 400 expression arrays. We tested our method using a model of mycolic acid biosynthesis as well as on a genome-scale model of M. tuberculosis metabolism. Our method correctly predicts seven of the eight known fatty acid inhibitors in this compendium and makes accurate predictions regarding the specificity of these compounds for fatty acid biosynthesis. Our method also predicts a number of additional potential modulators of TB mycolic acid biosynthesis. E-Flux thus provides a promising new approach for algorithmically predicting metabolic state from gene expression data.",5,1553-7358 (Electronic),e1000489,http://www.ploscompbiol.org/article/fetchObjectAttachment.action?uri=info%3Adoi%2F10.1371%2Fjournal.pcbi.1000489&representation=PDF,PLoS Comput Biol
JOUR,article,707,Latent coinfection and the maintenance of strain diversity,2009-01-01,"Technologies for strain differentiation and typing have made it possible to detect genetic diversity of pathogens, both within individual hosts and within communities. Coinfection of a host by more than one pathogen strain may affect the relative frequency of these strains at the population level through complex within- and between-host interactions; in infectious diseases that have a long latent period, interstrain competition during latency is likely to play an important role in disease dynamics. We show that SEIR models that include a class of latently coinfected individuals can have markedly different long-term dynamics than models without coinfection, and that coinfection can greatly facilitate the stable coexistence of strains. We demonstrate these dynamics using a model relevant to tuberculosis in which people may experience latent coinfection with both drug sensitive and drug resistant strains. Using this model, we show that the existence of a latent coinfected state allows the possibility that disease control interventions that target latency may facilitate the emergence of drug resistance.",71,1522-9602 (Electronic),247-63,http://www.springerlink.com/content/y426974338578126/,Bull Math Biol
JOUR,article,719,Cost-effectiveness of interferon gamma release assays vs tuberculin skin tests in health care workers,2009-01-01,"BACKGROUND: Interferon gamma release assays (IGRAs) offer alternatives to tuberculin skin tests (TSTs) for diagnosing latent tuberculosis infection (LTBI). Unlike TSTs, IGRAs require only a single patient visit and are not affected by prior BCG vaccination, providing greater specificity. Of 2 Food and Drug Administration-approved IGRAs, the newer QuantiFERON-TB Gold in Tube test (QFT-GIT) requires less manual processing time than the QuantiFERON-TB Gold test (QFT-G). We compared the cost-effectiveness of the QFT-G, QFT-GIT, and TST for detecting LTBI in new health care workers (HCWs). METHODS: A Markov state-transition decision analytic model using the societal perspective and lifetime horizon was constructed to compare costs and quality-adjusted life-years (QALYs) associated with the 3 strategies for hypothetical 35-year-old HCWs with or without prior BCG vaccination. Direct and indirect costs and probabilities were based on manufacturer data, national Veterans Health Administration records, and the published literature. Future costs and QALYs were discounted at 3% per year. RESULTS: Both IGRAs were more effective and less costly than the TST, whether or not the HCW had been vaccinated with BCG previously. The incremental cost-effectiveness ratio of the QFT-G compared with the QFT-GIT was $14,092/QALY for non-BCG-vaccinated HCWs and $103,047/QALY for BCG-vaccinated HCWs. There was no prevalence of LTBI at which the TST became the most effective or least costly strategy. If the sensitivity of the QFT-GIT exceeds that of the QFT-G, then the QFT-GIT is the most effective and least costly strategy. CONCLUSION: Use of the QFT-G and QFT-GIT leads to superior clinical outcomes and lower costs than the TST and should be considered in screening non-BCG-vaccinated and BCG-vaccinated new HCWs for LTBI.",169,1538-3679; 0003-9926,179-187,http://archinte.jamanetwork.com/article.aspx?articleid=414724,Archives of Internal Medicine
JOUR,article,726,Enhanced cost-benefit analysis of strategies for LTBI screening and INH chemoprevention in Germany,2009-01-01,"OBJECTIVES: There is only limited economic data in head-to head comparison between a whole blood QuantiFERON TB Gold in tube (QFT) and the tuberculin skin test (TST) when screening and treating for latent tuberculosis infection (LTBI), and no published study to date that takes into account the predictive value of the two tests. METHODS: Health and economic outcomes of isoniazid preventive treatment (IPT) of close contacts were compared in a decision tree model to perform a cost-benefit analysis with respect to isoniazid related hepatotoxicity and early post-exposure TB over a 2-y period, using the QFT or TST alone or QFT as a confirmatory test for TST results. RESULTS: Cost of screening and treating for using the QFT alone amounted to euro215.79 per close contact, less than that of dual step-testing (euro227.89) or using TST alone (euro232.58). Savings amounted to euro12,200 or euro16,791 per 1000 close contacts, respectively. QFT based procedures were most sensitive to low compliance with IPT or increasing price. Costs of dual step screening was mostly influenced by cost of treating TB disease. When the progression rate for QFT was lowered to that for the TST in a sensitivity analysis, the relationship between the strategies remained robust. In addition, costs of the QFT strategy decreased to euro165.1, and those of the dual step strategy to euro218.4. CONCLUSION: IPT on the basis of using the QFT assay alone produces less cost and reduces more TB cases than other strategies in a low-incidence setting. These data have implications for the rational implementation of screening strategies in contact investigation.",103,1532-3064; 0954-6111,1838-1853,http://ac.els-cdn.com/S0954611109002285/1-s2.0-S0954611109002285-main.pdf?_tid=983026d6-6b36-11e2-b95a-00000aacb35d&acdnat=1359589480_2444bddb27af2d8dcf3910d59109b1c7,Respiratory medicine
JOUR,article,563,The persistence of tuberculosis in the age of DOTS: reassessing the effect of case detection,2009-01-01,"OBJECTIVE: To investigate whether short-term annual declines of 5-10% in the incidence of tuberculosis (TB) can be sustained over the long term by maintaining high case detection rates (CDRs). METHODS: We constructed a compartmental difference-equation model of a TB epidemic in a hypothetical population of constant size with a treatment success rate of 85%. The impact of CDR on TB incidence was then investigated by generating an equilibrium population with no TB case detection and increasing the smear-positive CDR under two scenarios: (i) rapid expansion by 10% per year to a CDR of 80% after 8 years, and (ii) gradual expansion by 1% per year to a CDR of 90% after 90 years. The model was applied in two hypothetical populations: one without HIV and the other with a stable HIV incidence representative of the African Region. The CDR for smear-negative TB was assumed to be a constant fraction of the smear-positive CDR. FINDINGS: In the absence of a TB control programme, the projected annual incidence of TB was 513 cases per 100 000 population, with a point prevalence of 1233 per 100 000 and an annual TB-specific mortality rate of 182 per 100 000. Immediately increasing the TB CDR from 0% to 70% caused a 74% reduction in TB incidence within 10 years. However, once case detection stabilized at any constant level < 80%, projected TB incidence also stabilized. Ten years after a CDR of 70% was reached, the annual decline in TB incidence was < 1.5%, regardless of how rapidly case detection was scaled up and despite wide variation of all model parameters. CONCLUSION: While improved CDRs have a dramatic short-term effect on TB incidence, maintaining those rates, even at current target levels, may not reduce long-term incidence by more than 1-2% per year. TB control programmes and researchers should vigorously pursue improvements in case detection, regardless of current CDRs.",87,1564-0604 (Electronic),296-304,http://www.ncbi.nlm.nih.gov/pubmed/19551238,Bull World Health Organ
JOUR,article,746,Slow Elimination of Multidrug-Resistant Tuberculosis,2009-01-01,"The growing number of reports of antibiotic resistance worldwide has led to fears that some lethal human pathogens, such as Mycobacterium tuberculosis, will soon become untreatable. Here, we show that, although this is possible, it is not inevitable. The World Health Organization has recently reported more cases of multidrug-resistant tuberculosis than ever before, but a new analysis of trend data for 10 groups of countries shows how and why the spread of multidrug-resistant tuberculosis can be reversed by good treatment practices. We find that multidrug-resistant tuberculosis is not self-sustaining in 9 out of the 10 settings and conclude that multidrug-resistant tuberculosis can be set on a path-albeit a slow path-to elimination. This result applies even to countries such as Estonia and Latvia, which have exceptionally high prevalence rates of multidrug-resistant tuberculosis.",1,1946-6234,NA,<Go to ISI>://000277196700001,Science Translational Medicine
BILL,misc,756,Location of pathogenic bacteria during persistent infections: insights from an analysis using game theory,2009-01-01,"Bacterial persistent infections are responsible for a significant amount of the human morbidity and mortality. Unlike acute bacterial infections, it is very difficult to treat persistent bacterial infections (e.g. tuberculosis). Knowledge about the location of pathogenic bacteria during persistent infection will help to treat such conditions by designing novel drugs which can reach such locations. In this study, events of bacterial persistent infections were analyzed using game theory. A game was defined where the pathogen and the host are the two players with a conflict of interest. Criteria for the establishment of Nash equilibrium were calculated for this game. This theoretical model, which is very simple and heuristic, predicts that during persistent infections pathogenic bacteria stay in both intracellular and extracellular compartments of the host. The result of this study implies that a bacterium should be able to survive in both intracellular and extracellular compartments of the host in order to cause persistent infections. This explains why persistent infections are more often caused by intracellular pathogens like Mycobacterium and Salmonella. Moreover, this prediction is in consistence with the results of previous experimental studies.",4,NA,e5383,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=pubmed&cmd=Retrieve&dopt=AbstractPlus&list_uids=19401783,PLoS One
